"Business File Number","License Type","Entity Name","Trade Name","Current License Status","Expiration Date","Facility Street Number","Facility Pre-Direction","Facility Street Name","Facility Street Type","Facility Unit Number","Facility City","Facility Zip Code"
"2010-BFN-1045489","Medical Marijuana Center","4625 EAST COLFAX LLC","THE CLINIC ON COLFAX","License Issued - Active","12/21/2019 12:00:00 AM","4625","E","COLFAX","AVE","","DENVER","80220"
"2010-BFN-1045848","Medical Marijuana Center","NUTRITIONAL ELEMENTS, LLC","THE HEALTH CENTER","License Issued - Active","2/6/2020 12:00:00 AM","2777","S","COLORADO","BLVD","","DENVER","80222"
"2012-BFN-1060636","Med Marijuana Opt Prem Cultiv","MILE HIGH WELLNESS II, LLC","MILE HIGH WELLNESS - GREEN STREET","License Issued - Active","2/8/2020 12:00:00 AM","2291","S","Kalamath","","","Denver","80223"
"2013-BFN-1064539","Med Marijuana Inf Prod Manuf","DRAGON ORIGINALS LLC","","License Issued - Active","9/25/2019 12:00:00 AM","4093","N","Jackson","ST","","Denver","80216"
"2012-BFN-1063446","Med Marijuana Inf Prod Manuf","JULIE CAMILLE, LLC","SWEET GRASS KITCHEN","License Issued - Active","10/15/2019 12:00:00 AM","1135","S","JASON","ST","","DENVER","80223"
"2012-BFN-1060841","Med Marijuana Opt Prem Cultiv","UNIQUEITMINDS, INC.","CHRONORADO","License Issued - Active","10/3/2019 12:00:00 AM","400","S","Lipan","ST","15","Denver","80223"
"2012-BFN-1060785","Med Marijuana Opt Prem Cultiv","JOIS, LLC","Silver Stem Fine Cannabis","License Issued - Active","9/24/2019 12:00:00 AM","2731","W","SHORT","PL","","DENVER","80204"
"2013-BFN-1069004","Retail Marij Opt. Prem. Cultiv","5280 WELLNESS, LLC","MMJ AMERICA GOLDEN TRIANGLE","License Issued - Active","3/19/2020 12:00:00 AM","1205","W","EVANS","AVE","","DENVER","80223"
"2013-BFN-1069022","Retail Marij Opt. Prem. Cultiv","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","License Issued - Active","1/1/2020 12:00:00 AM","4550","N","JACKSON","ST","","DENVER","80216"
"2015-BFN-0008231","Med Marijuana Opt Prem Cultiv","OVERMOUNT, LLC","","License Issued - Active","6/28/2020 12:00:00 AM","4140","N","YORK","ST","110","DENVER","80216"
"2015-BFN-0008459","Med Marijuana Opt Prem Cultiv","Mx, LLC","","License Issued - Active","10/27/2019 12:00:00 AM","3855","N","QUENTIN","ST","","DENVER","80239"
"2017-BFN-0005699","Retail Marij Opt. Prem. Cultiv","URBAN HEALTH & WELLNESS, INC.","URBAN DISPENSARY","License Issued - Active","11/28/2019 12:00:00 AM","4850","N","JACKSON","ST","","DENVER","80216"
"2016-BFN-0004024","Retail Marijuana Store","LEVELS IV, INC","LEVELS IV INC","License Issued - Active","11/25/2019 12:00:00 AM","5201","W","48TH","AVE","","DENVER","80212"
"2014-BFN-0003914","Retail Marij Opt. Prem. Cultiv","JULIE CAMILLE, LLC","SWEET GRASS KITCHEN","License Issued - Active","12/10/2019 12:00:00 AM","1135","S","JASON","ST","","DENVER","80223"
"2015-BFN-0001133","Retail Marij Opt. Prem. Cultiv","MOUNTAIN GIRL LPT, INC.","","License Issued - Active","4/21/2020 12:00:00 AM","794","E","51st","","","Denver","80216"
"2010-BFN-1048331","Medical Marijuana Center","CURE MEDICAL PHARM, INC.","RIVERROCK","License Issued - Active","9/11/2019 12:00:00 AM","990","W","6TH","AVE","5","DENVER","80204"
"2010-BFN-1046035","Medical Marijuana Center","FIREHOUSE ORGANICS CENTRAL, LLC","FIREHOUSE ORGANICS","License Issued - Active","9/11/2019 12:00:00 AM","543","","BRYANT","ST","","DENVER","80204"
"2012-BFN-1060941","Med Marijuana Opt Prem Cultiv","KGBI COLORADO LLC","SENSE OF HEALING","License Issued - Active","10/3/2019 12:00:00 AM","400","N","QUIVAS","ST","","DENVER","80204"
"2013-BFN-1070423","Retail Marij Opt. Prem. Cultiv","THE DENVER DISPENSARY, LLC","DENVER DISPENSARY","License Issued - Active","3/18/2020 12:00:00 AM","4975","N","VASQUEZ","BLVD","","DENVER","80216"
"2013-BFN-1069802","Retail Marijuana Inf Prod Mfg","COLORADO MANAGEMENT HOLDINGS, INC","CMH","License Issued - Active","6/3/2020 12:00:00 AM","5051","E","41ST","AVE","","DENVER","80216"
"2013-BFN-1069061","Retail Marijuana Inf Prod Mfg","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","License Issued - Active","9/16/2019 12:00:00 AM","680","N","LIPAN","ST","","DENVER","80204"
"2013-BFN-1068498","Med Marijuana Opt Prem Cultiv","MEDICALLY CORRECT, LLC","INCREDIBLES","License Issued - Active","5/19/2020 12:00:00 AM","1150","W","5TH","AVE","110","DENVER","80204"
"2016-BFN-0000479","Retail Marij Opt. Prem. Cultiv","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","License Issued - Active","4/18/2020 12:00:00 AM","755","S","JASON","ST","150","DENVER","80223"
"2015-BFN-0008232","Med Marijuana Inf Prod Manuf","OVERMOUNT, LLC","","License Issued - Active","10/5/2019 12:00:00 AM","4140","N","YORK","ST","220","DENVER","80216"
"2016-BFN-0008829","Retail Marij Opt. Prem. Cultiv","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","License Issued - Active","7/13/2020 12:00:00 AM","2042","S","BANNOCK","ST","","DENVER","80223"
"2015-BFN-0003371","Med Marijuana Opt Prem Cultiv","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","5/31/2020 12:00:00 AM","5290","E","43rd","","","Denver","80216"
"2015-BFN-0002149","Retail Marijuana Store","URBAN HEALTH & WELLNESS, INC.","URBAN DISPENSARY","License Issued - Active","8/5/2019 12:00:00 AM","2675","W","38TH","AVE","","DENVER","80211"
"2013-BFN-1067096","Med Marijuana Opt Prem Cultiv","2251SB, LLC","","License Issued - Active","5/22/2020 12:00:00 AM","1201","W","CUSTER","PL","","DENVER","80223"
"2012-BFN-1060939","Med Marijuana Opt Prem Cultiv","BIG TOE, LLC","FINE TREES","License Issued - Active","10/9/2019 12:00:00 AM","5353","N","JOLIET","ST","","DENVER","80239"
"2013-BFN-1069780","Retail Marijuana Inf Prod Mfg","EC LABS, LLC","ENDOCANNA; BETTER CONCENTRATES","License Issued - Active","1/30/2020 12:00:00 AM","4300","N","FOREST","ST","150","DENVER","80216"
"2013-BFN-1069799","Retail Marij Opt. Prem. Cultiv","COLORADO MANAGEMENT HOLDINGS, INC","CMH","License Issued - Active","5/22/2020 12:00:00 AM","5051","E","41ST","AVE","","DENVER","80216"
"2013-BFN-1069335","Retail Marijuana Store","HOLLY MEDICINAL SERVICES LLC","THE CLINIC ON COLORADO","License Issued - Active","1/1/2020 12:00:00 AM","2020","S","COLORADO","BLVD","","DENVER","80222"
"2012-BFN-1060981","Med Marijuana Opt Prem Cultiv","BK HOLDINGS, LLC","","License Issued - Active","9/16/2019 12:00:00 AM","12001","E","37TH","AVE","","DENVER","80239"
"2013-BFN-1069233","Retail Marij Opt. Prem. Cultiv","DENCO, LLC","","License Issued - Active","1/1/2020 12:00:00 AM","5155","E","46TH","AVE","","DENVER","80216"
"2013-BFN-1070234","Retail Marijuana Store","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","2/26/2020 12:00:00 AM","3950","N","HOLLY","ST","","DENVER","80207"
"2016-BFN-0004787","Retail Marijuana Inf Prod Mfg","PUEBLO WELLNESS","BOULDER BLACK GOLD","License Issued - Active","10/25/2019 12:00:00 AM","5060","N","Logan","","10","Denver",""
"2015-BFN-0007668","Med Marijuana Opt Prem Cultiv","RJJ HIGHLANDS, LLC","NATIVE ROOTS HIGHLANDS","License Issued - Active","4/29/2020 12:00:00 AM","4990","N","DAHLIA","ST","","DENVER","80216"
"2015-BFN-0008456","Retail Marij Opt. Prem. Cultiv","HG LTD","HIGHER GRADE","License Issued - Active","2/22/2020 12:00:00 AM","4800","N","OAKLAND","ST","5","DENVER","80239"
"2016-BFN-0004802","Retail Marijuana Inf Prod Mfg","VENTURE PRODUCT CONSULTING, LLC","RIZE","License Issued - Active","10/3/2019 12:00:00 AM","4242","N","ELIZABETH","ST","2","DENVER","80216"
"2016-BFN-0008826","Retail Marijuana Store","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","License Issued - Active","7/13/2020 12:00:00 AM","2042","S","BANNOCK","ST","","DENVER","80223"
"2014-BFN-0003949","Retail Marijuana Store","RJJ SHERIDAN, LLC","NATIVE ROOTS LITTLETON","License Issued - Active","1/21/2020 12:00:00 AM","7870","W","QUINCY","AVE","","DENVER","80123"
"2013-BFN-1068866","Retail Marijuana Store","JGB VENTURES, LLC","DANK","License Issued - Active","1/1/2020 12:00:00 AM","3835","N","Elm","ST","C","Denver","80207"
"2015-BFN-0006479","Retail Marijuana Store","SIMPLY PURE COLORADO, LLC","SIMPLY PURE","License Issued - Active","12/7/2019 12:00:00 AM","2000","W","32ND","AVE","","DENVER","80211"
"2016-BFN-0005649","Retail Marij Opt. Prem. Cultiv","D'S TREES, LLC","","License Issued - Active","11/17/2019 12:00:00 AM","3835","N","PARIS","ST","","DENVER","80239"
"2016-BFN-0007497","Retail Marij Opt. Prem. Cultiv","NUHI, LLC","","License Issued - Active","2/9/2020 12:00:00 AM","658","N","KALAMATH","ST","","DENVER","80204"
"2010-BFN-1045857","Medical Marijuana Center","CO-AGRONOMICS, LLC","THE GREEN DEPOT","License Issued - Active","9/10/2018 12:00:00 AM","2020","S","BROADWAY","","","DENVER","80210"
"2013-BFN-1069778","Retail Marij Opt. Prem. Cultiv","1 STOP SHOP, LLC","","License Issued - Active","5/8/2020 12:00:00 AM","400","S","LIPAN","ST","23","DENVER","80223"
"2012-BFN-1060806","Med Marijuana Opt Prem Cultiv","COMPASSIONATE PAIN MANAGEMENT, LLC","CPM","License Issued - Active","8/15/2020 12:00:00 AM","1975","S","BANNOCK","ST","","DENVER","80223"
"2012-BFN-1060765","Med Marijuana Opt Prem Cultiv","GREENER PASTURE COMPASSION CENTER, LLC","VERDE NATURAL","License Issued - Active","1/18/2020 12:00:00 AM","5000","E","41ST","AVE","","DENVER","80216"
"2012-BFN-1060777","Med Marijuana Opt Prem Cultiv","ANIMAS HERBAL WELLNESS CENTER, INC","PROHIBITION HERB","License Issued - Active","9/29/2019 12:00:00 AM","1115","S","BANNOCK","ST","","DENVER","80223"
"2012-BFN-1061595","Med Marijuana Opt Prem Cultiv","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","License Issued - Active","8/24/2019 12:00:00 AM","4550","N","JACKSON","ST","","DENVER","80216"
"2013-BFN-1068858","Retail Marijuana Store","5110 SANCTUARY, LLC","EVERBLOOM","License Issued - Active","1/9/2020 12:00:00 AM","5110","N","RACE","ST","","DENVER","80216"
"2013-BFN-1069062","Retail Marijuana Store","FUTUREVISION, LTD","MEDICINE MAN","License Issued - Active","1/1/2020 12:00:00 AM","4750","N","NOME","ST","","DENVER","80239"
"2013-BFN-1069459","Retail Marijuana Store","GANJA GOURMET, LLC","GANJA GOURMET","License Issued - Active","1/22/2020 12:00:00 AM","1810","S","BROADWAY","","","DENVER","80210"
"2013-BFN-1066866","Med Marijuana Opt Prem Cultiv","C.G. INDUSTRY, LLC","CROSS GENETICS","License Issued - Active","2/25/2020 12:00:00 AM","4902","E","SMITH","RD","C","DENVER","80216"
"2013-BFN-1069635","Retail Marij Opt. Prem. Cultiv","GM SANTA FE, LLC","GOLDEN MEDS","License Issued - Active","9/10/2019 12:00:00 AM","1403","S","CHEROKEE","ST","","DENVER","80223"
"2014-BFN-0004282","Retail Marij Opt. Prem. Cultiv","KIND LOVE, LLC","KIND LOVE","License Issued - Active","12/12/2019 12:00:00 AM","4890","N","JOLIET","ST","","DENVER","80239"
"2015-BFN-0002385","Retail Marijuana Store","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","License Issued - Active","9/4/2019 12:00:00 AM","4571","N","Ivy","","","Denver","80216"
"2010-BFN-1047913","Medical Marijuana Center","PERSONALIZED ORGANIC TREATMENTS, LLC","CANNA BOTICA","License Issued - Active","6/5/2020 12:00:00 AM","219","N","VALLEJO","ST","","DENVER","80223"
"2010-BFN-1048452","Medical Marijuana Center","HIGHLANDS WELLNESS CENTER LLC","THE CLINIC HIGHLANDS","License Issued - Active","1/10/2020 12:00:00 AM","3460","W","32ND","AVE","","DENVER","80211"
"2010-BFN-1045784","Medical Marijuana Center","SOUTHWEST ALTERNATIVE CARE, LLC","","License Issued - Active","9/10/2019 12:00:00 AM","3937","W","COLFAX","AVE","","DENVER","80204"
"2013-BFN-1070404","Retail Marijuana Store","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","License Issued - Active","7/14/2020 12:00:00 AM","2117","","LARIMER","ST","1","DENVER","80205"
"2013-BFN-1069365","Retail Marijuana Store","HIGH COUNTRY SUPPLY, LLC.","COLORADO HARVEST COMPANY","License Issued - Active","1/1/2020 12:00:00 AM","1568","S","BROADWAY","","","DENVER","80210"
"2014-BFN-1073723","Retail Marij Opt. Prem. Cultiv","BUSHES, LLC","THE STATION","License Issued - Active","12/2/2019 12:00:00 AM","2650","W","6th","","101","Denver",""
"2014-BFN-1070598","Retail Marij Opt. Prem. Cultiv","GAMMA HOLDINGS INC.","TERRAPIN CARE STATION","License Issued - Active","2/19/2020 12:00:00 AM","5140","N","CLARKSON","ST","","DENVER","80216"
"2013-BFN-1069426","Retail Marijuana Store","COMPASSIONATE CARE GIVERS, INC","ROCKY MOUNTAIN HIGH","License Issued - Active","3/24/2020 12:00:00 AM","1538","","WAZEE","ST","100","DENVER","80202"
"2013-BFN-1069436","Retail Marijuana Store","COMPASSIONATE CARE GIVERS, INC","ROCKY MOUNTAIN HIGH","License Issued - Active","12/11/2019 12:00:00 AM","1233","W","Alameda","","","Denver","80223"
"2014-BFN-0002482","Retail Marij Opt. Prem. Cultiv","ANIMAS HERBAL WELLNESS CENTER INC","PROHIBITION HERB","License Issued - Active","12/8/2019 12:00:00 AM","577","S","JASON","ST","","DENVER","80223"
"2016-BFN-0004875","Retail Marij Opt. Prem. Cultiv","SKL HOLDINGS III LLC","","License Issued - Active","11/7/2019 12:00:00 AM","5156","N","CLARKSON","ST","2 UNIT B","DENVER","80216"
"2015-BFN-0004920","Med Marijuana Inf Prod Manuf","ROCKY MOUNTAIN WAYS, LLC","GOOD MEDS","License Issued - Active","11/18/2019 12:00:00 AM","866","N","NAVAJO","ST","","DENVER","80204"
"2010-BFN-1045768","Medical Marijuana Center","4095 SHELTER, LLC","","License Issued - Active","9/10/2019 12:00:00 AM","4095","N","JACKSON","ST","","DENVER","80216"
"2010-BFN-1045771","Medical Marijuana Center","SISSCO LLC","TRENCHTOWN","License Issued - Active","1/19/2020 12:00:00 AM","734","N","SHERIDAN","BLVD","","DENVER","80214"
"2012-BFN-1060937","Med Marijuana Opt Prem Cultiv","BEYOND BROADWAY, LLC","LIVWELL","License Issued - Active","9/8/2019 12:00:00 AM","5141","N","FRANKLIN","ST","","DENVER","80216"
"2012-BFN-1060492","Med Marijuana Opt Prem Cultiv","CAREGIVERS FOR LIFE, LLC","","License Issued - Active","7/24/2019 12:00:00 AM","2744","W","4TH","AVE","","DENVER","80219"
"2014-BFN-1073600","Med Marijuana Inf Prod Manuf","VIOLA, INC","VIOLA'S EXTRACTS","License Issued - Active","8/21/2019 12:00:00 AM","4645","N","JOLIET","ST","","DENVER","80239"
"2014-BFN-1070935","Retail Marijuana Store","JVJC HOLDINGS III, LLC","","License Issued - Active","4/18/2020 12:00:00 AM","5194","N","WASHINGTON","ST","","DENVER","80216"
"2010-BFN-1048178","Medical Marijuana Center","BUD BUM, LLC","BUD BUM","License Issued - Active","3/14/2020 12:00:00 AM","1325","S","INCA","ST","A","DENVER",""
"2013-BFN-1069131","Retail Marijuana Store","ASCEND II, LLC","ASCEND II","License Issued - Active","7/3/2020 12:00:00 AM","3555","S","YOSEMITE","ST","","DENVER","80237"
"2013-BFN-1069647","Retail Marij Opt. Prem. Cultiv","JBC ENTERPRISES, LLC","FAT FACE FARMS","License Issued - Active","6/26/2020 12:00:00 AM","4700","N","Kingston","","","Denver","80239"
"2015-BFN-0007857","Retail Marijuana Store","D & D CONSULTING INC","SOUTHWEST ALTERNATIVE CARE FOX ST","License Issued - Active","4/11/2020 12:00:00 AM","1075","S","FOX","ST","","DENVER","80223"
"2016-BFN-0004409","Retail Marij Opt. Prem. Cultiv","C.G. INDUSTRY, LLC","CROSS GENETICS","License Issued - Active","12/14/2019 12:00:00 AM","4902","E","SMITH","RD","C","DENVER","80216"
"2014-BFN-1073585","Med Marijuana Opt Prem Cultiv","ROCKY MOUNTAIN ORGANIC MEDICINE, INC","","License Issued - Active","6/11/2020 12:00:00 AM","2345","S","DELAWARE","ST","","DENVER","80223"
"2010-BFN-1045902","Medical Marijuana Center","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","7/1/2020 12:00:00 AM","12005","E","37TH","AVE","","DENVER","80239"
"2012-BFN-1061557","Med Marijuana Opt Prem Cultiv","PEAK HOLDINGS GROUP, LLC","PEAK","License Issued - Active","9/3/2019 12:00:00 AM","3770","N","PARIS","ST","101","Denver","80239"
"2014-BFN-1071771","Retail Marijuana Inf Prod Mfg","BETTER BAKED LLC","CAFE MARLEY","License Issued - Active","4/23/2020 12:00:00 AM","3770","N","PARIS","ST","102","DENVER","80239"
"2015-BFN-0007633","Med Marijuana Inf Prod Manuf","J&P INVESTMENTS, LLC","NEWT BROTHERS ARTISANAL","License Issued - Active","10/24/2019 12:00:00 AM","3850","E","48TH","AVE","","DENVER","80216"
"2016-BFN-0002796","Med Marijuana Test Facility","NORDIC ANALYTICAL LABORATORIES LLC","","License Issued - Active","7/6/2020 12:00:00 AM","3960","N","GRAPE","ST","","DENVER","80207"
"2017-BFN-0000575","Retail Marij Opt. Prem. Cultiv","J&P INVESTMENTS, LLC","NEWT BROTHERS ARTISANAL","License Issued - Active","2/8/2020 12:00:00 AM","3850","E","48TH","AVE","","DENVER","80216"
"2015-BFN-0000791","Med Marijuana Opt Prem Cultiv","C.G. INDUSTRY, LLC","CROSS GENETICS","License Issued - Active","9/8/2019 12:00:00 AM","4902","E","SMITH","RD","C","DENVER","80216"
"2015-BFN-0003448","Med Marijuana Inf Prod Manuf","DARK HORSE GENETICS LLC","","License Issued - Active","9/14/2019 12:00:00 AM","2145","S","KALAMATH","ST","","DENVER","80223"
"2010-BFN-1045725","Medical Marijuana Center","2251SB, LLC","","License Issued - Active","9/11/2019 12:00:00 AM","2251","S","BROADWAY","","","DENVER","80210"
"2010-BFN-1045844","Medical Marijuana Center","FUTUREVISION, LTD.","MEDICINE MAN","License Issued - Active","11/21/2019 12:00:00 AM","4750","N","NOME","ST","","DENVER","80239"
"2010-BFN-1046049","Medical Marijuana Center","STANDING AKIMBO LLC","","License Issued - Active","9/11/2019 12:00:00 AM","3801","N","Jason","","","Denver","80211"
"2012-BFN-1060944","Med Marijuana Opt Prem Cultiv","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","8/15/2019 12:00:00 AM","5475","N","PEORIA ST, UNIT 1-112","","","DENVER","80239"
"2013-BFN-1067906","Med Marijuana Opt Prem Cultiv","ANIMAS HERBAL WELLNESS CENTER, INC","PROHIBITION HERB","License Issued - Active","3/20/2020 12:00:00 AM","577","S","JASON","ST","","DENVER","80223"
"2014-BFN-1072246","Retail Marijuana Inf Prod Mfg","GAIAS GARDEN, LLC","GIA'S GARDEN","License Issued - Active","5/21/2020 12:00:00 AM","4785","N","Elati","","11","Denver","80216"
"2013-BFN-1069577","Retail Marij Opt. Prem. Cultiv","CAREGIVERS FOR LIFE LLC","","License Issued - Active","2/12/2020 12:00:00 AM","2744","W","4th","","","Denver","80219"
"2013-BFN-1069519","Retail Marij Opt. Prem. Cultiv","MEDICINAL WELLNESS CENTER, LLC","","License Issued - Active","3/10/2020 12:00:00 AM","5010","","PARIS","ST","","DENVER","80239"
"2013-BFN-1069018","Retail Marijuana Store","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","License Issued - Active","1/1/2020 12:00:00 AM","6858","E","EVANS","AVE","","DENVER","80224"
"2014-BFN-0002265","Retail Marij Opt. Prem. Cultiv","SISSCO, LLC","TRENCHTOWN","License Issued - Active","10/16/2019 12:00:00 AM","1619","W","12TH","AVE","","DENVER","80204"
"2015-BFN-0007783","Retail Marijuana Inf Prod Mfg","BRONNOR CORP","","License Issued - Active","4/15/2020 12:00:00 AM","4809","N","Colorado","","","Denver","80216"
"2016-BFN-0002898","Retail Marijuana Inf Prod Mfg","ALLGREENS, LLC","","License Issued - Active","11/22/2019 12:00:00 AM","1235","S","HURON","ST","","DENVER","80223"
"2017-BFN-0007912","Retail Marij Opt. Prem. Cultiv","OPTIONS MEDICAL CENTER WR, LLC","OPTIONS","License Issued - Active","3/11/2020 12:00:00 AM","1191","S","Bannock","St","","Denver","80223"
"2015-BFN-0006245","Retail Marijuana Inf Prod Mfg","DKC LLC","KUSH CONCENTRATES","License Issued - Active","2/22/2020 12:00:00 AM","4960","N","JACKSON","ST","2","DENVER","80216"
"2014-BFN-0003752","Med Marijuana Opt Prem Cultiv","I&S LLC","SILVER STEM FINE CANNABIS","License Issued - Active","12/8/2019 12:00:00 AM","1235","N","Umatilla","","","Denver","80204"
"2014-BFN-0004260","Medical Marijuana Center","KTA LLC","THE LODGE","License Issued - Active","2/10/2020 12:00:00 AM","3944","N","HIGH","ST","","DENVER","80205"
"2015-BFN-0001687","Retail Marijuana Store","GREEN KIWI 1, LLC","LIVWELL","License Issued - Active","1/28/2020 12:00:00 AM","3955","N","ONEIDA","ST","","DENVER","80207"
"2010-BFN-1045797","Medical Marijuana Center","E2T2 LLC","DIEGO PELLICER","License Issued - Active","12/27/2019 12:00:00 AM","2057","S","BROADWAY","","","DENVER","80210"
"2012-BFN-1061711","Med Marijuana Opt Prem Cultiv","3B-38, LLC","BUDDY BOY","License Issued - Active","6/12/2020 12:00:00 AM","4600","N","IRONTON","ST","102","DENVER","80239"
"2012-BFN-1062847","Med Marijuana Inf Prod Manuf","CC BRANDS, LLC","CHEEBA CHEWS","License Issued - Active","10/9/2019 12:00:00 AM","4945","N","PEARL","ST","","DENVER","80216"
